,PostTitle,Version,PostDate,GameTitle,GameHeader,GameInfo,FamilyA,FamilyB,FamilyAInfo,FamilyBInfo
1071,“Family Feud” 11/16/15,Standard,2015-11-16,"G2: Morrises (Kimberly, Marcelle, Lynett, Taurus & Edward) v. Doughtys",G2,,Morrises ,Doughtys,"['(Kimberly, Marcelle, Lynett, Taurus & Edward)']",
1072,“Family Feud” 11/13/15,Standard,2015-11-13,"G1: Turrentines (April, Kenny, Sheila, Larry & Eric) v. Lorenzens",G1,,Turrentines ,Lorenzens,"['(April, Kenny, Sheila, Larry & Eric)']",
1073,“Family Feud” 11/13/15,Standard,2015-11-13,"G2: Jeffersons (Vince, David, Kerol, Shelli & Michael) v. Doughtys",G2,,Jeffersons ,Doughtys,"['(Vince, David, Kerol, Shelli & Michael)']",
1074,“Family Feud” 10/30/17,Standard,2017-10-30,"G1: Nothelfers (Hemlock, MI)(Marty, Marshall, Monte, Mike & Mark Isiah) v. Brays",G1,,Nothelfers ,Brays,"['(Hemlock, MI)', '(Marty, Marshall, Monte, Mike & Mark Isiah)']",
1075,“Family Feud” 10/30/17,Standard,2017-10-30,"CG: Bulbuks v. Burkeses (ATL)(Angelica, Nykki, Corliss, Pam & Rodney)",CG,,Bulbuks,Burkeses ,,"['(ATL)', '(Angelica, Nykki, Corliss, Pam & Rodney)']"
1076,“Family Feud” 11/12/15,Standard,2015-11-12,"G1: Andersons v. Lorenzens (Kelli, Taryn, Zach, Brynn & Kenzie)",G1,,Andersons,Lorenzens ,,"['(Kelli, Taryn, Zach, Brynn & Kenzie)']"
1077,“Family Feud” 11/12/15,Standard,2015-11-12,"G2: Bells v. Doughtys (Cheryl, Chandler, Sherry, David & Landra)",G2,,Bells,Doughtys ,,"['(Cheryl, Chandler, Sherry, David & Landra)']"
1078,“Family Feud” 11/11/15,Standard,2015-11-11,"G1: Andersons v. Johnsens (Kady, Jimmy, Dayna, Chuck & CJ)",G1,,Andersons,Johnsens ,,"['(Kady, Jimmy, Dayna, Chuck & CJ)']"
1079,“Family Feud” 11/11/15,Standard,2015-11-11,"G2: Bells v. McIntoshs (Nikki, Leo, Abbie, Lisa & Randy)",G2,,Bells,McIntoshs ,,"['(Nikki, Leo, Abbie, Lisa & Randy)']"
1080,“Family Feud” 10/27/17,Standard,2017-10-27,"G1: Latus (Ft. Worth)(Uepi, Seini, Semisi, Siaosi & Jill) v. Brays",G1,,Latus ,Brays,"['(Ft. Worth)', '(Uepi, Seini, Semisi, Siaosi & Jill)']",
1081,“Family Feud” 10/27/17,Standard,2017-10-27,"G2: Bulbuks v. Stinsons (Macon, GA)(Cynthia, Constance, Kayla, Kelly & Fred)",G2,,Bulbuks,Stinsons ,,"['(Macon, GA)', '(Cynthia, Constance, Kayla, Kelly & Fred)']"
1082,“Family Feud” 11/10/15,Standard,2015-11-10,"G1: Andersons (Ashley, Sharon, Danette, Michalina & Clifford) v. Oh-Hos",G1,,Andersons ,Oh-Hos,"['(Ashley, Sharon, Danette, Michalina & Clifford)']",
1083,“Family Feud” 11/10/15,Standard,2015-11-10,"G2: Bells (Kelly, Ali, Demetrius, Betty & Jerry) v. Williamses (Eddie, Kelli, Bob, Trish & Chad)",G2,,Bells ,Williamses ,"['(Kelly, Ali, Demetrius, Betty & Jerry)']","['(Eddie, Kelli, Bob, Trish & Chad)']"
1084,“Family Feud” 11/9/15,Standard,2015-11-09,"G1: Minners v. Oh-Hos (Nayomi, Christine, Justine, Daniel & Gina)",G1,,Minners,Oh-Hos ,,"['(Nayomi, Christine, Justine, Daniel & Gina)']"
1085,“Family Feud” 11/9/15,Standard,2015-11-09,"CG: Johnsons v. Suttons (Stan, Chase, Lea, Mark & Greg)",CG,,Johnsons,Suttons ,,"['(Stan, Chase, Lea, Mark & Greg)']"
1086,“Family Feud” 10/26/17,Standard,2017-10-26,"G1: Deckers v. Brays (LaGrange, GA)(Brittney, Helen, Yketha, Tofia & Lisa)",G1,,Deckers,Brays ,,"['(LaGrange, GA)', '(Brittney, Helen, Yketha, Tofia & Lisa)']"
1087,“Family Feud” 10/26/17,Standard,2017-10-26,CG: Bulbuks v. Johnsons,CG,,Bulbuks,Johnsons,,
1088,“Family Feud” 10/25/17,Standard,2017-10-25,"G1: Deckers (Byron, GA)(Laura, Adrian, DJ, Chris & Luke) v. Sempers (BOS)(Sade, Samantha, Latonia, Scott & Christopher)",G1,,Deckers ,Sempers ,"['(Byron, GA)', '(Laura, Adrian, DJ, Chris & Luke)']","['(BOS)', '(Sade, Samantha, Latonia, Scott & Christopher)']"
1089,“Family Feud” 10/25/17,Standard,2017-10-25,"G2: Bulbuks v. Howells (BOS)(Sakle, Oneal, Tricia, Daniel & William)",G2,,Bulbuks,Howells ,,"['(BOS)', '(Sakle, Oneal, Tricia, Daniel & William)']"
1090,“Family Feud” 10/24/17- CAR GAME DOUBLEHEADER,Standard,2017-10-24,"CG1: Johnsons (Scottsdale)(Brian, Matthew, Chuck, Jamie & Kyle) v. Weatherlys",CG1,,Johnsons ,Weatherlys,"['(Scottsdale)', '(Brian, Matthew, Chuck, Jamie & Kyle)']",
1091,“Family Feud” 10/24/17- CAR GAME DOUBLEHEADER,Standard,2017-10-24,"CG2: Bulbuks (DET)(Drew, Allison, Jason, Danielle & Mike) v. Johnsons",CG2,,Bulbuks ,Johnsons,"['(DET)', '(Drew, Allison, Jason, Danielle & Mike)']",
1092,“Family Feud” 10/23/17,Standard,2017-10-23,"G1: Gonzalezs (Milpitas, CA)(Mike, Michelle, Danny, Ernesto & Ricardo) v. Weatherlys",G1,,Gonzalezs ,Weatherlys,"['(Milpitas, CA)', '(Mike, Michelle, Danny, Ernesto & Ricardo)']",
1093,“Family Feud” 10/23/17,Standard,2017-10-23,"G2: Lopezs (Salt Lake City)(Jershon, Shelly, Jericho, Drena & Jordan) v. Johnsons",G2,,Lopezs ,Johnsons,"['(Salt Lake City)', '(Jershon, Shelly, Jericho, Drena & Jordan)']",
1094,“Family Feud” 11/6/15,Standard,2015-11-06,"G1: Minners (Tamika, Derrell, Tammy, Talisa & Lee) v. Hilgers",G1,,Minners ,Hilgers,"['(Tamika, Derrell, Tammy, Talisa & Lee)']",
1095,“Family Feud” 11/6/15,Standard,2015-11-06,"G2: Johnsons v. Sams (Autumn, Wayne, Letta, Lorne & Edna)",G2,,Johnsons,Sams ,,"['(Autumn, Wayne, Letta, Lorne & Edna)']"
1096,“Family Feud” 11/5/15,Standard,2015-11-05,"G1: Crooks v. Hilgers (Jackie, Amanda, Jeremy, Kim & Ken)",G1,,Crooks,Hilgers ,,"['(Jackie, Amanda, Jeremy, Kim & Ken)']"
1097,“Family Feud” 11/5/15,Standard,2015-11-05,"G2: Johnsons v. Cains (Nichole, Ocie, Kanitha, Marcel & Patricia)",G2,,Johnsons,Cains ,,"['(Nichole, Ocie, Kanitha, Marcel & Patricia)']"
1098,“Family Feud” 10/19/17,Standard,2017-10-19,CG: Berrys v. Weatherlys,CG,,Berrys,Weatherlys,,
1099,“Family Feud” 10/19/17,Standard,2017-10-19,"G2: Hersheys (MIN)(Bri, Brandon, Diane, Steven & Darlene) v. Johnsons",G2,,Hersheys ,Johnsons,"['(MIN)', '(Bri, Brandon, Diane, Steven & Darlene)']",
1100,“Family Feud” 11/4/15,Standard,2015-11-04,G1: Rematch of prev. G1,G1,,Rematch of prev.,,,
1101,“Family Feud” 11/4/15,Standard,2015-11-04,"G2: Johnsons v. Bushs (India, Barbara, Tracy, Leroy & Chanel)",G2,,Johnsons,Bushs ,,"['(India, Barbara, Tracy, Leroy & Chanel)']"
1102,“Family Feud” 10/18/17,Standard,2017-10-18,"G1: Berrys v. Smiths (Salt Lake City)(Carter, Jessa, Colton, Beth & Tyler)",G1,,Berrys,Smiths ,,"['(Salt Lake City)', '(Carter, Jessa, Colton, Beth & Tyler)']"
1103,“Family Feud” 10/18/17,Standard,2017-10-18,"G2: Carleys (Athens)(Katy, Kevin, Caroline, Ginny & Andrew) v. Johnsons",G2,,Carleys ,Johnsons,"['(Athens)', '(Katy, Kevin, Caroline, Ginny & Andrew)']",
1104,“Family Feud” 11/3/15,Standard,2015-11-03,"G1: Crooks (Shirley, Mary, Pam, Takeisha & Hayward) v. McPhails",G1,,Crooks ,McPhails,"['(Shirley, Mary, Pam, Takeisha & Hayward)']",
1105,“Family Feud” 11/3/15,Standard,2015-11-03,"G2: Johnsons (Alice, Austen, Leslie, Lauten & Betts) v. Leisters",G2,,Johnsons ,Leisters,"['(Alice, Austen, Leslie, Lauten & Betts)']",
1106,“Family Feud” 10/17/17,Standard,2017-10-17,"G1: Berrys v. Almonds (ATL)(Kelita, Cherilyn, Jaylin, Sherika & Michele)",G1,,Berrys,Almonds ,,"['(ATL)', '(Kelita, Cherilyn, Jaylin, Sherika & Michele)']"
1107,“Family Feud” 10/17/17,Standard,2017-10-17,"G2: DeGoeys v. Johnsons (Tallahassee)(Chelsea, Ebony, Jarvis, Ingrid & Willie)",G2,,DeGoeys,Johnsons ,,"['(Tallahassee)', '(Chelsea, Ebony, Jarvis, Ingrid & Willie)']"
1108,“Family Feud” 11/2/15,Standard,2015-11-02,"G1: Cornetts v. McPhails (Elizabeth, Kristin, Hilary, Caroline & Meredith)",G1,,Cornetts,McPhails ,,"['(Elizabeth, Kristin, Hilary, Caroline & Meredith)']"
1109,“Family Feud” 11/2/15,Standard,2015-11-02,"G2: Graveses v. Leisters (Ann, Charles, Joe, Kim & Jason)",G2,,Graveses,Leisters ,,"['(Ann, Charles, Joe, Kim & Jason)']"
1110,“Family Feud” 10/16/17,Standard,2017-10-16,"G1: Berrys v. Williamses (MIN)(Diane, Michael, Deanna, Erryn & Warren)",G1,,Berrys,Williamses ,,"['(MIN)', '(Diane, Michael, Deanna, Erryn & Warren)']"
1111,“Family Feud” 10/16/17,Standard,2017-10-16,"G2: DeGoeys (MIN)(Lindsey, Kyle, Paul, Kelsey & Renee) v. Smiths",G2,,DeGoeys ,Smiths,"['(MIN)', '(Lindsey, Kyle, Paul, Kelsey & Renee)']",
1112,“Family Feud” 10/30/15,Standard,2015-10-30,"G1: Cornetts (Teria, Joy, Terry, Torry & Terry II) v. Sullivans",G1,,Cornetts ,Sullivans,"['(Teria, Joy, Terry, Torry & Terry II)']",
1113,“Family Feud” 10/30/15,Standard,2015-10-30,"G2: Graveses (Mike, Kris, DJ, Leasa & Lesley) v. Godwins",G2,,Graveses ,Godwins,"['(Mike, Kris, DJ, Leasa & Lesley)']",
1114,“Family Feud” 10/29/15,Standard,2015-10-29,"G1: Duminies v. Sullivans (Phillip, Nancy, Julie, Jessie & Courtney)",G1,,Duminies,Sullivans ,,"['(Phillip, Nancy, Julie, Jessie & Courtney)']"
1115,“Family Feud” 10/29/15,Standard,2015-10-29,"G2: Slefos v. Godwins (Jamaal, Kimeko, Brian, Iasha & Lucinda)",G2,,Slefos,Godwins ,,"['(Jamaal, Kimeko, Brian, Iasha & Lucinda)']"
1116,“Family Feud” 10/12/17,Standard,2017-10-12,"G1: Berrys (Cordell, OK)(Jay, Jamie, Julie, Penny & Straw) v. Boncampers (ATL)(Jah-Mai, Melissa, Kynea, Kishauna & Verna)",G1,,Berrys ,Boncampers ,"['(Cordell, OK)', '(Jay, Jamie, Julie, Penny & Straw)']","['(ATL)', '(Jah-Mai, Melissa, Kynea, Kishauna & Verna)']"
1117,“Family Feud” 10/12/17,Standard,2017-10-12,"G2: Phillippis v. Smiths (Midwest City, OK)(Mark, Dani, Ange, Alexi & Myeshela)",G2,,Phillippis,Smiths ,,"['(Midwest City, OK)', '(Mark, Dani, Ange, Alexi & Myeshela)']"
1118,“Family Feud” 10/28/15,Standard,2015-10-28,"G1: Duminies (Shayna, Talisa, Phyllis, Sean & Keesha) v. Neuharts",G1,,Duminies ,Neuharts,"['(Shayna, Talisa, Phyllis, Sean & Keesha)']",
1119,“Family Feud” 10/28/15,Standard,2015-10-28,"G2: Slefos v. Fords (Tony, Valeria, Scott, Charles & Wanda)",G2,,Slefos,Fords ,,"['(Tony, Valeria, Scott, Charles & Wanda)']"
1120,“Family Feud” 10/11/17,Standard,2017-10-11,"CG: Grangers v. Cerasuolos (Haverhill, MA)(Melissa, Bryce, Mary-Jo, Mike & Sam)(VB)",CG,,Grangers,Cerasuolos ,,"['(Haverhill, MA)', '(Melissa, Bryce, Mary-Jo, Mike & Sam)', '(VB)']"
1121,“Family Feud” 10/11/17,Standard,2017-10-11,"G2: Phillippis (Cumming, GA)(Susan, Scott, Kellie, Michael & Mark) v. Pottses",G2,,Phillippis ,Pottses,"['(Cumming, GA)', '(Susan, Scott, Kellie, Michael & Mark)']",
1122,“Family Feud” 10/27/15,Standard,2015-10-27,"G1: Clouds (Monicah, Chasworth, Charlitha, Ricky & Caticah) v. Neuharts",G1,,Clouds ,Neuharts,"['(Monicah, Chasworth, Charlitha, Ricky & Caticah)']",
1123,“Family Feud” 10/27/15,Standard,2015-10-27,CG: Rematch of prev. day’s G2,CG,,Rematch of prev. day’s,,,
1124,“Family Feud” 10/10/17,Standard,2017-10-10,"G1: Grangers v. Listenbees (Mt. Clemens, MI)(Brandon, Shenay, Tracy, Sonya & Fenise)",G1,,Grangers,Listenbees ,,"['(Mt. Clemens, MI)', '(Brandon, Shenay, Tracy, Sonya & Fenise)']"
1125,“Family Feud” 10/10/17,Standard,2017-10-10,"G2: Williamsons v. Pottses (Lancaster, TX)(Laron, Jaron, Dorian, Jazmine & Larry)",G2,,Williamsons,Pottses ,,"['(Lancaster, TX)', '(Laron, Jaron, Dorian, Jazmine & Larry)']"
1126,“Family Feud” 10/26/15,Standard,2015-10-26,"G1: Kleins (Marc, Joe, Alex, Ben & Jeremy) v. Neuharts",G1,,Kleins ,Neuharts,"['(Marc, Joe, Alex, Ben & Jeremy)']",
1127,“Family Feud” 10/26/15,Standard,2015-10-26,"G2: Henrys v. Skaffs (Rachel, Matt, Eric, Suzie & Samantha)",G2,,Henrys,Skaffs ,,"['(Rachel, Matt, Eric, Suzie & Samantha)']"
1128,“Family Feud” 10/9/17,Standard,2017-10-09,"G1: Grangers v. Larrys (DAL, GA)(Arielle, Terence, Roderick, Christina & Danny)",G1,,Grangers,Larrys ,,"['(DAL, GA)', '(Arielle, Terence, Roderick, Christina & Danny)']"
1129,“Family Feud” 10/9/17,Standard,2017-10-09,"G2: Williamsons (Marietta)(Teri, Joel, Ansley, Diamond & Memaw) v. Newmans",G2,,Williamsons ,Newmans,"['(Marietta)', '(Teri, Joel, Ansley, Diamond & Memaw)']",
1130,“Family Feud” 10/22/15,Standard,2015-10-22,"G1: Smiths v. Neuharts (Danna, Tonya, Jean, Kelly & Steven)",G1,,Smiths,Neuharts ,,"['(Danna, Tonya, Jean, Kelly & Steven)']"
1131,“Family Feud” 10/22/15,Standard,2015-10-22,"G2: Henrys v. Jordans (Taira, Cameron, Dorothy, Patrick & Dustin)",G2,,Henrys,Jordans ,,"['(Taira, Cameron, Dorothy, Patrick & Dustin)']"
1132,“Family Feud” 10/21/15,Standard,2015-10-21,"G1: Smiths (Charles, Justin, Jeremy, Tonya & Ricci) v. Youngs",G1,,Smiths ,Youngs,"['(Charles, Justin, Jeremy, Tonya & Ricci)']",
1133,“Family Feud” 10/21/15,Standard,2015-10-21,"G2: Henrys v. Slefos (Emmanuel, Nina, Amanda, Ramina & George)",G2,,Henrys,Slefos ,,"['(Emmanuel, Nina, Amanda, Ramina & George)']"
1134,“Family Feud” 10/5/17,Standard,2017-10-05,"M-U: Grangers v. Beanses (Arnold, MD)(Robert, Larry, Miranda, Angela & Cassandra)",M-U,,Grangers,Beanses ,,"['(Arnold, MD)', '(Robert, Larry, Miranda, Angela & Cassandra)']"
1135,“Family Feud” 10/20/15,Standard,2015-10-20,"G1: Whites v. Youngs (Troy, Benita, Myles, Martin & Marcus)",G1,,Whites,Youngs ,,"['(Troy, Benita, Myles, Martin & Marcus)']"
1136,“Family Feud” 10/20/15,Standard,2015-10-20,"G2: Henrys (Waltrece, Kenny, Tarra, Terree & Denzel) v. Van Cotts",G2,,Henrys ,Van Cotts,"['(Waltrece, Kenny, Tarra, Terree & Denzel)']",
1137,“Family Feud” 9/18/15,Standard,2015-09-18,"G1: Fabianos v. Naidus (Anant, Amy, Rashi, Sasha & Pawan)",G1,,Fabianos,Naidus ,,"['(Anant, Amy, Rashi, Sasha & Pawan)']"
1138,“Family Feud” 9/18/15,Standard,2015-09-18,"G2: Mucculars (Kevin, Ryan, Montreece, Chanda & Jessica) v. Barretts (Kent, Kirk, Katie, Harold & Heather)",G2,,Mucculars ,Barretts ,"['(Kevin, Ryan, Montreece, Chanda & Jessica)']","['(Kent, Kirk, Katie, Harold & Heather)']"
1139,“Family Feud” 10/4/17,Standard,2017-10-04,"M-U: Grangers (Atoka, OK)(Mike, Cheri, Zac, Heather & Kyle) v. Smiths",M-U,,Grangers ,Smiths,"['(Atoka, OK)', '(Mike, Cheri, Zac, Heather & Kyle)']",
1140,“Family Feud” 10/19/15,Standard,2015-10-19,"G1: Whites v. Caviglianos (Rob, Nicole, Bob, Laura & Sara)",G1,,Whites,Caviglianos ,,"['(Rob, Nicole, Bob, Laura & Sara)']"
1141,“Family Feud” 10/19/15,Standard,2015-10-19,"G2: Quaiteses v. Van Cotts (Dominique, P.J., Kerim, Carly & James)",G2,,Quaiteses,Van Cotts ,,"['(Dominique, P.J., Kerim, Carly & James)']"
1142,“Family Feud” 9/17/15,Standard,2015-09-17,"G1: Fabianos v. Toomers (Joshua, Elesha, Megan, Samuel & Valerie)",G1,,Fabianos,Toomers ,,"['(Joshua, Elesha, Megan, Samuel & Valerie)']"
1143,“Family Feud” 9/17/15,Standard,2015-09-17,"CG: Younts (Hannah, Meg, Nick, Nancy & Justin) v. Gants",CG,,Younts ,Gants,"['(Hannah, Meg, Nick, Nancy & Justin)']",
1144,“Family Feud” 9/16/15,Standard,2015-09-16,"G1: Fabianos v. Rushs (Clyde, Marie, Astrid, Web & Darnell)",G1,,Fabianos,Rushs ,,"['(Clyde, Marie, Astrid, Web & Darnell)']"
1145,“Family Feud” 9/16/15,Standard,2015-09-16,"G2: Latimers (Tara, Alexis, Andrea, Butch & Bobby) v. Gants",G2,,Latimers ,Gants,"['(Tara, Alexis, Andrea, Butch & Bobby)']",
1146,“Family Feud” 10/3/17,Standard,2017-10-03,"M-U: Kellys v. Smiths (DAL)(Dano, Legwenda, Will, Shayla & George)",M-U,,Kellys,Smiths ,,"['(DAL)', '(Dano, Legwenda, Will, Shayla & George)']"
1147,“Family Feud” 10/15/15,Standard,2015-10-15,"G1: Whites (Darnisha, Dorotha, Danita, Sherita & Beverly) v. Hartings",G1,,Whites ,Hartings,"['(Darnisha, Dorotha, Danita, Sherita & Beverly)']",
1148,“Family Feud” 10/15/15,Standard,2015-10-15,"G2: Quaiteses v. Bettses (Tyler, Shannon, Kim, Jeff & Lori)",G2,,Quaiteses,Bettses ,,"['(Tyler, Shannon, Kim, Jeff & Lori)']"
1149,“Family Feud” 9/15/15,Standard,2015-09-15,"G1: Fabianos (Joe, Anthony, Angela, Joey & Mike) v. Williamses",G1,,Fabianos ,Williamses,"['(Joe, Anthony, Angela, Joey & Mike)']",
1150,“Family Feud” 9/15/15,Standard,2015-09-15,"G2: Ahluwalias (orig. from India)(Nobby, Sonia, Hemi, Atul & Aanand) v. Gants",G2,,Ahluwalias ,Gants,"['(orig. from India)', '(Nobby, Sonia, Hemi, Atul & Aanand)']",
1151,“Family Feud”- 17TH S.P. DAY,Standard,2022-12-17,"G1: Kirshenbaums (Brad, Anna, Dawn, Bill & Linda) v. Williamses",G1,,Kirshenbaums ,Williamses,"['(Brad, Anna, Dawn, Bill & Linda)']",
1152,“Family Feud”- 17TH S.P. DAY,Standard,2022-12-17,"G2: Westers (Sara, Abby, Jill, Barb & Ric) v. Gants",G2,,Westers ,Gants,"['(Sara, Abby, Jill, Barb & Ric)']",
1153,“Family Feud” 10/2/17,Standard,2017-10-02,"M-U: Kellys (S.F.)(Kathryn, Joan, Megan, Mike & Michael) v. Sittos (DET)(Theresa, Spencer, Olivia, Brent & Jacinta)",M-U,,Kellys ,Sittos ,"['(S.F.)', '(Kathryn, Joan, Megan, Mike & Michael)']","['(DET)', '(Theresa, Spencer, Olivia, Brent & Jacinta)']"
1154,“Family Feud” 10/14/15,Standard,2015-10-14,"G1: Lovetts v. Hartings (Bethany, Tyler, Landon, Brenda & David)",G1,,Lovetts,Hartings ,,"['(Bethany, Tyler, Landon, Brenda & David)']"
1155,“Family Feud” 10/14/15,Standard,2015-10-14,"G2: Quaiteses (Vicki, Jared, Lisa, Robin & Jay) v. Coles",G2,,Quaiteses ,Coles,"['(Vicki, Jared, Lisa, Robin & Jay)']",
1156,“Family Feud” 10/13/15,Standard,2015-10-13,G1: Lovetts v. Gonzaleses,G1,,Lovetts,Gonzaleses,,
1157,“Family Feud” 10/13/15,Standard,2015-10-13,"G2: Mayses v. Coles (Kimberly, Brandon, Cameron, Cheri & Matt)",G2,,Mayses,Coles ,,"['(Kimberly, Brandon, Cameron, Cheri & Matt)']"
1158,“Family Feud” 9/28/17,Standard,2017-09-28,"CG: Ereksons vs. Bohannons (ATL)(Michelle, Lavette, Joyce, Samia & Gamal)(VB)",CG,,Ereksons,Bohannons ,,"['(ATL)', '(Michelle, Lavette, Joyce, Samia & Gamal)', '(VB)']"
1159,“Family Feud” 9/28/17,Standard,2017-09-28,"G2: Bennetts (SLC)(Buddy, Lacee, Gabe, Rachel & Sam) v. Newmans (BAL, MD)(Lakeisha, Myriah, Angie, Willa Joy & Donna)",G2,,Bennetts ,Newmans ,"['(SLC)', '(Buddy, Lacee, Gabe, Rachel & Sam)']","['(BAL, MD)', '(Lakeisha, Myriah, Angie, Willa Joy & Donna)']"
1160,“Family Feud” 10/12/15,Standard,2015-10-12,"G1: Shelnutts (Shay, Paige, Shannon, Shane & Christy) v. Gonzaleses (Girlynda, Ed, Lexi, Izzy & Christina)",G1,,Shelnutts ,Gonzaleses ,"['(Shay, Paige, Shannon, Shane & Christy)']","['(Girlynda, Ed, Lexi, Izzy & Christina)']"
1161,“Family Feud” 10/12/15,Standard,2015-10-12,"G2: Mayses (Lenise, Latrice, Larue, Cathy & Richard) v. Henrys",G2,,Mayses ,Henrys,"['(Lenise, Latrice, Larue, Cathy & Richard)']",
1162,“Family Feud” 9/27/17,Standard,2017-09-27,"G1: Ereksons v. Kings (BOS)(Tasha, Rhonda, Althea, Allison & Ashley)",G1,,Ereksons,Kings ,,"['(BOS)', '(Tasha, Rhonda, Althea, Allison & Ashley)']"
1163,“Family Feud” 9/27/17,Standard,2017-09-27,"CG: Noyolas v. Fiers (BOS)(Rachel, Ian, Susanna, Carl & Lino)",CG,,Noyolas,Fiers ,,"['(BOS)', '(Rachel, Ian, Susanna, Carl & Lino)']"
1164,“Family Feud” 10/8/15,Standard,2015-10-08,"CG: Peepleses (Robyn, Ben, Andrew, Sam & Dan) v. Nelsons",CG,,Peepleses ,Nelsons,"['(Robyn, Ben, Andrew, Sam & Dan)']",
1165,“Celebrity Family Feud”- 3RD S.F.,Celebrity,2022-12-03,"G1:  “SHARK TANK” (Robert, Daymond, Lori, Christopher Sacca & Sabin  Lomac)(Big Brothers, Big Sisters) v. “dancing with the stars”  (Children’s Hospital)(Kym, Sharna, Lindsay, Sasha & Keo)",G1,,“SHARK TANK” ,“dancing with the stars”  ,"['(Robert, Daymond, Lori, Christopher Sacca & Sabin  Lomac)', '(Big Brothers, Big Sisters)']","['(Children’s Hospital)', '(Kym, Sharna, Lindsay, Sasha & Keo)']"
1166,“Celebrity Family Feud”- 3RD S.F.,Celebrity,2022-12-03,"G2:  Baileys (Cynthia, Noelle Robinson, Barbara Morris, Malorie  Bailey-Massie & Madison Lathan)(Toys for Tots) v. Tuckers (Kandi  Burruss, Joyce Jones, Bertha Jones, Nora Wilcox & Todd)(Kandi Cares)",G2,,Baileys ,Tuckers ,"['(Cynthia, Noelle Robinson, Barbara Morris, Malorie  Bailey-Massie & Madison Lathan)', '(Toys for Tots)']","['(Kandi  Burruss, Joyce Jones, Bertha Jones, Nora Wilcox & Todd)', '(Kandi Cares)']"
1167,“Family Feud” 9/26/17,Standard,2017-09-26,"G1: Ereksons v. Shellmans (Monroe, GA)(Ty, Antwan, Tonya, Silver & Josie)",G1,,Ereksons,Shellmans ,,"['(Monroe, GA)', '(Ty, Antwan, Tonya, Silver & Josie)']"
1168,“Family Feud” 9/26/17,Standard,2017-09-26,"G2: Noyolas v. Cucinottas (Hoover, AL)(Cooch, Jill, J.D., Sara & David)",G2,,Noyolas,Cucinottas ,,"['(Hoover, AL)', '(Cooch, Jill, J.D., Sara & David)']"
1169,“Family Feud” 10/7/15,Standard,2015-10-07,"M-U: Dudleys (Lynette, Edward, Kya, Brittany & Edward Jr.) v. Nelsons",M-U,,Dudleys ,Nelsons,"['(Lynette, Edward, Kya, Brittany & Edward Jr.)']",
1170,“Family Feud” 9/25/17,Standard,2017-09-25,"G1: Ereksons v. Ervins (Upper Marlboro, MD)(Colleen, Dante, Alison, Erika & Salah)",G1,,Ereksons,Ervins ,,"['(Upper Marlboro, MD)', '(Colleen, Dante, Alison, Erika & Salah)']"
1171,“Family Feud” 9/25/17,Standard,2017-09-25,"G2: Noyolas v. Scotts (DAL)(Jamil, Ama, Shonda, Darrell & Orji)",G2,,Noyolas,Scotts ,,"['(DAL)', '(Jamil, Ama, Shonda, Darrell & Orji)']"
1172,“Family Feud” 10/6/15,Standard,2015-10-06,"M-U: Lovetts (Edwin, Linda, Nkosi, D.J. & Darla) v. Nelsons",M-U,,Lovetts ,Nelsons,"['(Edwin, Linda, Nkosi, D.J. & Darla)']",
1173,“Celebrity Family Feud” 9/24,Celebrity,2022-09-24,"G1:  Mathewses (Ross, Salvador Camarena, Gaye Louise, Boni Bernice Killion  & Taya Farber)(Palm Springs Animal Shelter) v. Evanses (Faith,  Helene, Chyna Griffen, Joshua Russaw & CJ Wallace)(Pacer)",G1,,Mathewses ,Evanses ,"['(Ross, Salvador Camarena, Gaye Louise, Boni Bernice Killion  & Taya Farber)', '(Palm Springs Animal Shelter)']","['(Faith,  Helene, Chyna Griffen, Joshua Russaw & CJ Wallace)', '(Pacer)']"
1174,“Celebrity Family Feud” 9/24,Celebrity,2022-09-24,"G2:  USA Swimming (Nathan Adrian, Allison Schmitt, Elizabeth Beisel, Connor  Jaeger & David Plummer)(USA Swimming Foundation) v. USA Gymnastics  (Shannon Miller, Dominique Dawes, Dominique Moceanu, Paul Hamm &  Morgan Hamm)(Boys & Girls Clubs of America)",G2,,USA Swimming ,USA Gymnastics  ,"['(Nathan Adrian, Allison Schmitt, Elizabeth Beisel, Connor  Jaeger & David Plummer)', '(USA Swimming Foundation)']","['(Shannon Miller, Dominique Dawes, Dominique Moceanu, Paul Hamm &  Morgan Hamm)', '(Boys & Girls Clubs of America)']"
1175,“Family Feud” 9/22/17,Standard,2017-09-22,"G1: Ereksons (Spanish Fork, UT)(Zac, Cheri, Ashley, Nikki & Brittany) v. Majkozaks",G1,,Ereksons ,Majkozaks,"['(Spanish Fork, UT)', '(Zac, Cheri, Ashley, Nikki & Brittany)']",
1176,“Family Feud” 9/22/17,Standard,2017-09-22,"G2: Noyolas v. Zoets (MIN)(Cassandra, Christa, Kim, Carol & Nancy)",G2,,Noyolas,Zoets ,,"['(MIN)', '(Cassandra, Christa, Kim, Carol & Nancy)']"
1177,“Family Feud” 10/5/15,Standard,2015-10-05,"M-U: Todds (Rebecca, Toni, Vicky, Tammi & Rachelle- teachers from HOU) v. Nelsons",M-U,,Todds ,Nelsons,"['(Rebecca, Toni, Vicky, Tammi & Rachelle- teachers from HOU)']",
