,PostTitle,Version,PostDate,GameTitle,GameHeader,GameInfo,FamilyA,FamilyB,FamilyAInfo,FamilyBInfo
90,“Celebrity Family Feud” 8/7/22,Celebrity,2022-08-07,"G2:  “BACHELOR SQUAD” (Big Brothers Big Sisters of America)(Rebecca “Becca”  Kufrin, Thomas Jacobs, Kenny Braasch, Mari Pepin-Solis & Mike  Johnson) v. “BACHELOR NATION” (First Book)(Michelle Young, Babtunde  “Nayte” Olukoya, Joe Amabile, Serena Pitt & Rodney Matthews)",G2,,“BACHELOR SQUAD” ,,"['(Big Brothers Big Sisters of America)', '(Rebecca “Becca”  Kufrin, Thomas Jacobs, Kenny Braasch, Mari Pepin-Solis & Mike  Johnson)']","['(First Book)', '(Michelle Young, Babtunde  “Nayte” Olukoya, Joe Amabile, Serena Pitt & Rodney Matthews)']"
91,“Celebrity Family Feud” 8/7/22,Celebrity,2022-08-07,"“BACHELOR NATION”: Candy/sucker (#4- 13), sandwich, toothbrush, envelope/stamp (#6- 7), spoon/fork (#5- 8), bae/hot guy (AT BOTTOM- 3), crusty lips (#2- 17) & plate Becca Steal: Fingers- SUCCESSFUL CLUTCH STEAL (14)",“BACHELOR NATION”,,Candy/sucker ,,"['(#4- 13), sandwich, toothbrush, envelope/stamp ', '(#6- 7), spoon/fork ', '(#5- 8), bae/hot guy ', '(AT BOTTOM- 3), crusty lips ', '(#2- 17) & plate Becca Steal']",
92,“Celebrity Family Feud” 8/7/22,Celebrity,2022-08-07,“BACHELOR NATION”: Melon booty (#1- 28) & thunder thighs (20)- NO-STRIKE CS,“BACHELOR NATION”,,Melon booty ,,"['(#1- 28) & thunder thighs ', '(20)- NO-STRIKE CS']",
93,“Celebrity Family Feud” 8/7/22,Celebrity,2022-08-07,"“BACHELOR NATION”: Ball/dog toy (BA- 2), mailman, another dog & car Becca Steal to Take Away Victory or Not: Socks (Should’ve given: Fire hydrant- 4)",“BACHELOR NATION”,,Ball/dog toy ,,"['(BA- 2), mailman, another dog & car Becca Steal to Take Away Victory or Not']",
94,“Family Feud”- JO KOY SPECIAL,Standard,2022-08-01,"M-U:  Gastons (Friends of Tapawanda)(Lydia, husband Karl, niece Nina, nephew  Nicholas & niece Susanna) v. Koys (American Nurse Foundation)(Jo,  brother-in-law Dre, sister Gemma, niece Ajailon & son Joseph)",M-U,,Gastons ,Koys ,"['(Friends of Tapawanda)', '(Lydia, husband Karl, niece Nina, nephew  Nicholas & niece Susanna)']","['(American Nurse Foundation)', '(Jo,  brother-in-law Dre, sister Gemma, niece Ajailon & son Joseph)']"
95,“Celebrity Family Feud” 7/31/22,Celebrity,2022-07-31,"G1:  Ruffins (Boys & Girls Clubs)(Amber, sister Lacey Lamar, niece Imani  Lamar, brother James & Angela “Angie” Khabeb) v. Boyz II Men  (Diamond Derby)(Wanya, Shawn, Jo Koy, entertainment mgr Joe Mulvihill  & Jo’s son Joseph Herbert, Jr.)",G1,,Ruffins ,Boyz II Men  ,"['(Boys & Girls Clubs)', '(Amber, sister Lacey Lamar, niece Imani  Lamar, brother James & Angela “Angie” Khabeb)']","['(Diamond Derby)', '(Wanya, Shawn, Jo Koy, entertainment mgr Joe Mulvihill  & Jo’s son Joseph Herbert, Jr.)']"
96,“Celebrity Family Feud” 7/31/22,Celebrity,2022-07-31,"G2:  Lo Truglios (LifeWire)(Joe, wife Beth Dover, dad Joseph P., mom Helen  & brother Brian) v. Lennons (Dogs Without Borders)(Tom, wife Jenny,  son Oliver, sister-in-law Amy Robertson Smith & brother-in-law Randy  Smith)",G2,,Lo Truglios ,Lennons ,"['(LifeWire)', '(Joe, wife Beth Dover, dad Joseph P., mom Helen  & brother Brian)']","['(Dogs Without Borders)', '(Tom, wife Jenny,  son Oliver, sister-in-law Amy Robertson Smith & brother-in-law Randy  Smith)']"
97,“Celebrity Family Feud” 7/24/22,Celebrity,2022-07-24,"G1:  “Never Have I Ever” (Boys & Girls Clubs of America)(Darren Barnet,  Benjamin Norris, Lee Rodriguez, Megan Suri & Ramona Young) v. “High  School Musical: The Musical: The Series” (Make a Wish America)(Joshua  Bassett, Sofia Wylie, Frankie Rodriguez, Dara Renee & Matt Cornett)",G1,,“Never Have I Ever” ,“High  School Musical,"['(Boys & Girls Clubs of America)', '(Darren Barnet,  Benjamin Norris, Lee Rodriguez, Megan Suri & Ramona Young)']",
98,“Celebrity Family Feud” 7/24/22,Celebrity,2022-07-24,"G2:  Good Vibes Tribe (Community Partners’ BLD PWR Organization)(Meagan  Good, sister La’Myia Good-Bellinger, brother-in-law Eric Bellinger,  little sister Lexus “Lexi” Wardlow & mom Tyra Wardlow) v. Funcheses  (Marine Toys for Tots)(Ron, wife Christina, mom Karen Skelton,  brother-in-law Alex Aboagye & sister & doctor Josalyn Aboagye)",G2,,Good Vibes Tribe ,Funcheses  ,"['(Community Partners’ BLD PWR Organization)', '(Meagan  Good, sister La’Myia Good-Bellinger, brother-in-law Eric Bellinger,  little sister Lexus “Lexi” Wardlow & mom Tyra Wardlow)']","['(Marine Toys for Tots)', '(Ron, wife Christina, mom Karen Skelton,  brother-in-law Alex Aboagye & sister & doctor Josalyn Aboagye)']"
99,“Celebrity Family Feud” 7/17/22,Celebrity,2022-07-17,"G1:  “The Proud Family” (A Place Called Home)(Kyla Pratt, Soleil Moon Frye,  Keke Palmer, Paula Jai Parker & Alisa Reyes) v. Salt-N-Pepa (Feeding  America)(Cheryl “Salt” James, Sandra “Pepa” Denton, Christopher “Kid”  Reid, Christopher “Play” Martin & Doug E. Fresh)",G1,,“The Proud Family” ,Salt-N-Pepa ,"['(A Place Called Home)', '(Kyla Pratt, Soleil Moon Frye,  Keke Palmer, Paula Jai Parker & Alisa Reyes)']","['(Feeding  America)', '(Cheryl “Salt” James, Sandra “Pepa” Denton, Christopher “Kid”  Reid, Christopher “Play” Martin & Doug E. Fresh)']"
100,“Celebrity Family Feud” 7/17/22,Celebrity,2022-07-17,"G2:  “BEL-AIR” (Lupus Foundation of America)(Adrian Holmes, Cassandra  Freeman, Coco Jones, Olly Sholotan & Jordan L. Jones) v. “SAVED by  the BELL” (Make a Wish)(Mario Lopez, Dexter Darden, Haskiri Velazquez,  Josie Totah & Alycia Pascual-Pena)",G2,,“BEL-AIR” ,“SAVED by  the BELL” ,"['(Lupus Foundation of America)', '(Adrian Holmes, Cassandra  Freeman, Coco Jones, Olly Sholotan & Jordan L. Jones)']","['(Make a Wish)', '(Mario Lopez, Dexter Darden, Haskiri Velazquez,  Josie Totah & Alycia Pascual-Pena)']"
101,“Celebrity Family Feud”- 8TH S.P.,Celebrity,2022-12-08,"G1:  “Abbott Elementary” (DonorsChoose)(Quinta Brunson, Sheryl Lee Ralph,  Lisa Ann Walter, Tyler James Williams & Ms. Joyce Abbott) v. “Hacks”  (Feeding America)(Jean Smart, Mark Indelicato, Poppy Liu, Rose Abdoo  & Christopher McDonald)",G1,,“Abbott Elementary” ,“Hacks”  ,"['(DonorsChoose)', '(Quinta Brunson, Sheryl Lee Ralph,  Lisa Ann Walter, Tyler James Williams & Ms. Joyce Abbott)']","['(Feeding America)', '(Jean Smart, Mark Indelicato, Poppy Liu, Rose Abdoo  & Christopher McDonald)']"
102,“Celebrity Family Feud”- 8TH S.P.,Celebrity,2022-12-08,"G2: Christensens (Cameron Heyward  Foundation)(Erika, Erika’s husband Cole Maness, cousin Monet Hendricks,  aunt Kim Hendricks & brother Dane) v. Penns (Baby2Baby)(Kal,  sister-in-law Brandy Wright, brother-in-law John Nicholas “Nick” Wright,  sister-in-law Christina Freeman Modi & cousin Kripa Bhagat)",G2,,Christensens ,Penns ,"['(Cameron Heyward  Foundation)', '(Erika, Erika’s husband Cole Maness, cousin Monet Hendricks,  aunt Kim Hendricks & brother Dane)']","['(Baby2Baby)', '(Kal,  sister-in-law Brandy Wright, brother-in-law John Nicholas “Nick” Wright,  sister-in-law Christina Freeman Modi & cousin Kripa Bhagat)']"
103,“Family Feud” 10/26/11 Nightcap,Standard,2011-10-26,"M-U: Schrievers (Randy, Robin, Crissie, Rick & Phyllis) v. Oguchis (Sonny, Brian, Phyllis, Stephanie & Kingsley)",M-U,,Schrievers ,Oguchis ,"['(Randy, Robin, Crissie, Rick & Phyllis)']","['(Sonny, Brian, Phyllis, Stephanie & Kingsley)']"
104,“Family Feud”- 23RD REGULAR SEASON FINALE,Standard,2022-12-23,"G1: Sissons (Canton, GA)(Tracy, Gabby, Taylor, Rachel & Emily) v. Davises",G1,,Sissons ,Davises,"['(Canton, GA)', '(Tracy, Gabby, Taylor, Rachel & Emily)']",
105,“Family Feud”- 23RD REGULAR SEASON FINALE,Standard,2022-12-23,"G2: Shampains (Metuchen, NJ)(Zach, Joey, Sam, Lisa & Larry) v. Lucases",G2,,Shampains ,Lucases,"['(Metuchen, NJ)', '(Zach, Joey, Sam, Lisa & Larry)']",
106,“Family Feud” 5/24/22,Standard,2022-05-24,"G1: Edwardses v. Davises (Locust Grove, GA)(Susan, Kerrie, Eric, Sydney & Bill)",G1,,Edwardses,Davises ,,"['(Locust Grove, GA)', '(Susan, Kerrie, Eric, Sydney & Bill)']"
107,“Family Feud” 5/24/22,Standard,2022-05-24,"G2: Martins v. Lucases (Athens, GA)(Deborah, Theodore, Myron, Mianna & Markey)",G2,,Martins,Lucases ,,"['(Athens, GA)', '(Deborah, Theodore, Myron, Mianna & Markey)']"
108,“Family Feud” 5/23/22,Standard,2022-05-23,"G1: Edwardses (Perry Hall, MD)(Lisa, Lauren, Lindsey, Paul & Kya) v. Mielkes",G1,,Edwardses ,Mielkes,"['(Perry Hall, MD)', '(Lisa, Lauren, Lindsey, Paul & Kya)']",
109,“Family Feud” 5/23/22,Standard,2022-05-23,G2: Martins v. Davidenkos,G2,,Martins,Davidenkos,,
110,“Family Feud” 5/20/22,Standard,2022-05-20,"G1: Carswells v. Mielkes (West Des Moines)(Bruce, Sarah, Daryl, Jason & Andrew)",G1,,Carswells,Mielkes ,,"['(West Des Moines)', '(Bruce, Sarah, Daryl, Jason & Andrew)']"
111,“Family Feud” 5/20/22,Standard,2022-05-20,"CG: Martins (Marietta)(Kim, Kira, Luke, Patrice & Cheryl) v. Zayases",CG,,Martins ,Zayases,"['(Marietta)', '(Kim, Kira, Luke, Patrice & Cheryl)']",
112,“Family Feud” 5/19/22,Standard,2022-05-19,G1: Carswells v. Credes,G1,,Carswells,Credes,,
113,“Family Feud” 5/19/22,Standard,2022-05-19,"G2: Smahas (Chelsea took Amber’s place, Ryan took Josh’s place & Shellie took Ryan’s place) v. Zayases",G2,,Smahas ,Zayases,"['(Chelsea took Amber’s place, Ryan took Josh’s place & Shellie took Ryan’s place)']",
114,“Family Feud” 5/18/22,Standard,2022-05-18,"G1: Danners (Malvern, AR)(Beverly, Vickie, Sonya, Cynthia & Mickie) v. Credes",G1,,Danners ,Credes,"['(Malvern, AR)', '(Beverly, Vickie, Sonya, Cynthia & Mickie)']",
115,“Family Feud” 5/18/22,Standard,2022-05-18,"G2: Dykeses (Knoxville)(Kathy, Dion, Kristina, Zephanie & Scotty) v. Zayases",G2,,Dykeses ,Zayases,"['(Knoxville)', '(Kathy, Dion, Kristina, Zephanie & Scotty)']",
116,“Family Feud” 5/17/22,Standard,2022-05-17,"G1: Garlands v. Credes (Charleston, WV)(Robin, Garry, Billy, Dennis & Kevin)",G1,,Garlands,Credes ,,"['(Charleston, WV)', '(Robin, Garry, Billy, Dennis & Kevin)']"
117,“Family Feud” 5/17/22,Standard,2022-05-17,"G2: Cleggs (Larry, Doris, Victoria, Deborah & Shawntae) v. Zayases",G2,,Cleggs ,Zayases,"['(Larry, Doris, Victoria, Deborah & Shawntae)']",
118,“Family Feud” 5/16/22,Standard,2022-05-16,"G1: Garlands v. Sudits (Parsippany, NJ)(Bella, Irene, David, Stephanie & Ed)",G1,,Garlands,Sudits ,,"['(Parsippany, NJ)', '(Bella, Irene, David, Stephanie & Ed)']"
119,“Family Feud” 5/16/22,Standard,2022-05-16,"G2: Holiens v. Zayases (Canton, GA)(Nancy, David, Nicole, Elvia & JL)",G2,,Holiens,Zayases ,,"['(Canton, GA)', '(Nancy, David, Nicole, Elvia & JL)']"
120,“Family Feud” 5/13/22,Standard,2022-05-13,"G1: Garlands (Omaha)(Makayla, Kenny, Vicky, Robert & Carla) v. Olivareses",G1,,Garlands ,Olivareses,"['(Omaha)', '(Makayla, Kenny, Vicky, Robert & Carla)']",
121,“Family Feud” 5/13/22,Standard,2022-05-13,"G2: Holiens (Albuquerque)(Gail, Daniel, Jen, David & Destiny) v. Cottens",G2,,Holiens ,Cottens,"['(Albuquerque)', '(Gail, Daniel, Jen, David & Destiny)']",
122,“Family Feud” 5/12/22,Standard,2022-05-12,"G1: Benders v. Olivareses (San Antonio)(Sylvia, Robert, Rob, Steven & Mike)",G1,,Benders,Olivareses ,,"['(San Antonio)', '(Sylvia, Robert, Rob, Steven & Mike)']"
123,“Family Feud” 5/12/22,Standard,2022-05-12,"G2: Nevilles v. Cottens (Long Island)(Stacey, Mary, Tyrell, Wairimu & Theresa)",G2,,Nevilles,Cottens ,,"['(Long Island)', '(Stacey, Mary, Tyrell, Wairimu & Theresa)']"
124,“Family Feud” 5/11/22,Standard,2022-05-11,"G1: Benders (Lexington, KY; orig. from DET)(Arjanai, Vickie, Kenneth, Tina & Jennifer) v. Klines",G1,,Benders ,Klines,"['(Lexington, KY; orig. from DET)', '(Arjanai, Vickie, Kenneth, Tina & Jennifer)']",
125,“Family Feud” 5/11/22,Standard,2022-05-11,"G2: Nevilles (Marietta)(Stephanie, Luke, Bryan, Tim & Jacob) v. Smiths",G2,,Nevilles ,Smiths,"['(Marietta)', '(Stephanie, Luke, Bryan, Tim & Jacob)']",
126,“Family Feud” 5/10/22,Standard,2022-05-10,"G1: Carters v. Klines (BUF)(Mary Anne, Kristen, George, Courtney & Kailey)",G1,,Carters,Klines ,,"['(BUF)', '(Mary Anne, Kristen, George, Courtney & Kailey)']"
127,“Family Feud” 5/10/22,Standard,2022-05-10,"G2: Pimentels (S.D.)(Odille, Lizette, Margo, Jaque & Yaya) v. Smiths",G2,,Pimentels ,Smiths,"['(S.D.)', '(Odille, Lizette, Margo, Jaque & Yaya)']",
128,“Family Feud” 5/9/22,Standard,2022-05-09,G1: Carters v. Sturdivants,G1,,Carters,Sturdivants,,
129,“Family Feud” 5/9/22,Standard,2022-05-09,"G2: Crocketts (Orem)(Robby, Jason, Ryan, Gregg & Doug) v. Smiths",G2,,Crocketts ,Smiths,"['(Orem)', '(Robby, Jason, Ryan, Gregg & Doug)']",
130,“Family Feud” 5/6/22,Standard,2022-05-06,"G1: Oliveiras (HI)(Julie, Lisa, Momi, Judy & Teilissa) v. Sturdivants",G1,,Oliveiras ,Sturdivants,"['(HI)', '(Julie, Lisa, Momi, Judy & Teilissa)']",
131,“Family Feud” 5/6/22,Standard,2022-05-06,"G2: Lanes v. Smiths (Washington, D.C.)(Wendy, Vicki, Marla, Lynnette & Danielle)",G2,,Lanes,Smiths ,,"['(Washington, D.C.)', '(Wendy, Vicki, Marla, Lynnette & Danielle)']"
132,“Family Feud” 5/5/22,Standard,2022-05-05,"G1: Wattses (BAL)(Sophia, Lavett, Tiffeny, Shanea & Adrienne) v. Sturdivants",G1,,Wattses ,Sturdivants,"['(BAL)', '(Sophia, Lavett, Tiffeny, Shanea & Adrienne)']",
133,“Family Feud” 5/5/22,Standard,2022-05-05,"G2: Lanes v. Heizers (Gary, IN)(Cleyana, Vinetta, Andy, Kim & John)",G2,,Lanes,Heizers ,,"['(Gary, IN)', '(Cleyana, Vinetta, Andy, Kim & John)']"
134,“Family Feud” 5/4/22,Standard,2022-05-04,"G1: Tuckers v. Sturdivants (Oxford, MS)(Randy, Connie, Meagan, Ann & Darren)",G1,,Tuckers,Sturdivants ,,"['(Oxford, MS)', '(Randy, Connie, Meagan, Ann & Darren)']"
135,“Family Feud” 5/4/22,Standard,2022-05-04,"G2: Lanes (Yonkers)(Peter, Samantha, Keith, Kristen & Emily) v. Chappells",G2,,Lanes ,Chappells,"['(Yonkers)', '(Peter, Samantha, Keith, Kristen & Emily)']",
136,“Family Feud” 5/3/22,Standard,2022-05-03,"G1: Tuckers (POR, OR)(Dee-Dee, Jeron, Javonne, Danielle & Demetrius) v. Longs",G1,,Tuckers ,Longs,"['(POR, OR)', '(Dee-Dee, Jeron, Javonne, Danielle & Demetrius)']",
137,“Family Feud” 5/3/22,Standard,2022-05-03,G2: Sanborns v. Chappells,G2,,Sanborns,Chappells,,
138,“Family Feud” 5/2/22,Standard,2022-05-02,"G1: Carters (STL)(Timara, Damon, Brenda, Bryce & Marcus) v. Longs",G1,,Carters ,Longs,"['(STL)', '(Timara, Damon, Brenda, Bryce & Marcus)']",
139,“Family Feud” 5/2/22,Standard,2022-05-02,"G2: Sanborns (Kailua)(Kawika, Keaka, Kahea, Kaina & Keana) v. Evanses",G2,,Sanborns ,Evanses,"['(Kailua)', '(Kawika, Keaka, Kahea, Kaina & Keana)']",
140,“Family Feud” 4/29/22- CAR GAME DOUBLEHEADER,Standard,2022-04-29,"G1: Curneys v. Longs (Woodstock, GA)(Bryan, Emily, Garrison, MG & Faye)",G1,,Curneys,Longs ,,"['(Woodstock, GA)', '(Bryan, Emily, Garrison, MG & Faye)']"
141,“Family Feud” 4/29/22- CAR GAME DOUBLEHEADER,Standard,2022-04-29,"G2: Van Horns v. Evanses (Wichita)(Mary Jo, Luke, Madi, Connor & Shawn)",G2,,Van Horns,Evanses ,,"['(Wichita)', '(Mary Jo, Luke, Madi, Connor & Shawn)']"
142,“Family Feud” 4/28/22,Standard,2022-04-28,G1: Curneys v. Crosbys,G1,,Curneys,Crosbys,,
143,“Family Feud” 4/28/22,Standard,2022-04-28,"G2: Van Horns v. Chappells (Hammond, LA)(Shalonda, Tasha, Kendell, Brock & Toya)",G2,,Van Horns,Chappells ,,"['(Hammond, LA)', '(Shalonda, Tasha, Kendell, Brock & Toya)']"
144,“Family Feud” 4/27/22,Standard,2022-04-27,"G1: Hogans (Uniontown, PA)(Bob, Big Bob, Marlene, Greg & Bob) v. Crosbys",G1,,Hogans ,Crosbys,"['(Uniontown, PA)', '(Bob, Big Bob, Marlene, Greg & Bob)']",
145,“Family Feud” 4/27/22,Standard,2022-04-27,"G2: Van Horns v. Tinkers (DET)(Tonie, Theon, Nakia, Blaire & Antoine)",G2,,Van Horns,Tinkers ,,"['(DET)', '(Tonie, Theon, Nakia, Blaire & Antoine)']"
146,“Family Feud” 4/26/22,Standard,2022-04-26,"G1: Allisons (Sulphur, LA)(Tim, Alevia, Tracie, Lynetta & Haven) v. Crosbys",G1,,Allisons ,Crosbys,"['(Sulphur, LA)', '(Tim, Alevia, Tracie, Lynetta & Haven)']",
147,“Family Feud” 4/26/22,Standard,2022-04-26,"G2: Van Horns v. Adamses (Dunkirk, MD)(Carla, Ronnell, Ryan, Jasmine & Chandler)",G2,,Van Horns,Adamses ,,"['(Dunkirk, MD)', '(Carla, Ronnell, Ryan, Jasmine & Chandler)']"
148,“Family Feud” 4/25/22,Standard,2022-04-25,"G1: Pittards v. Crosbys (Peachtree Corners)(Melissa, Tripp, Phoebe, David & Steve)",G1,,Pittards,Crosbys ,,"['(Peachtree Corners)', '(Melissa, Tripp, Phoebe, David & Steve)']"
149,“Family Feud” 4/25/22,Standard,2022-04-25,"G2: Van Horns (Marietta)(Katie, Jake, Jason, Matt & Joe) v. Walkers",G2,,Van Horns ,Walkers,"['(Marietta)', '(Katie, Jake, Jason, Matt & Joe)']",
150,“Family Feud” 4/21/22,Standard,2022-04-21,"G1: Pittards v. Maceys (Tiffany, Kiki, Brittney, Lisa & Mike)",G1,,Pittards,Maceys ,,"['(Tiffany, Kiki, Brittney, Lisa & Mike)']"
151,“Family Feud” 4/21/22,Standard,2022-04-21,"G2: Adamses v. Walkers (Elijah, Terry Jr., Keesha, Donna & Terry Sr.)",G2,,Adamses,Walkers ,,"['(Elijah, Terry Jr., Keesha, Donna & Terry Sr.)']"
152,“Family Feud” 4/20/22,Standard,2022-04-20,"G1: Pittards (San Antonio)(Chris, Danielle, Sharron, Karen & Ken) v. Nobles",G1,,Pittards ,Nobles,"['(San Antonio)', '(Chris, Danielle, Sharron, Karen & Ken)']",
153,“Family Feud” 4/20/22,Standard,2022-04-20,"CG: Brotherses (Norfolk)(Quita, Mika, Mary, Janet & Tony) v. Wolowiecs",CG,,Brotherses ,Wolowiecs,"['(Norfolk)', '(Quita, Mika, Mary, Janet & Tony)']",
154,“Family Feud” 4/19/22,Standard,2022-04-19,"G1: Fords v. Nobles (Plainfield, IL)(Toni, Kevin, Eva, Brea & Tess)",G1,,Fords,Nobles ,,"['(Plainfield, IL)', '(Toni, Kevin, Eva, Brea & Tess)']"
155,“Family Feud” 4/19/22,Standard,2022-04-19,G2: Turners v. Wolowiecs,G2,,Turners,Wolowiecs,,
156,“Family Feud” 4/18/22,Standard,2022-04-18,"G1: Fords (DET)(Hassan, Kenyette, Mboya, Ashaki & Kenya) v. Warfs",G1,,Fords ,Warfs,"['(DET)', '(Hassan, Kenyette, Mboya, Ashaki & Kenya)']",
157,“Family Feud” 4/18/22,Standard,2022-04-18,"G2: Turners (Quanda, Kioni, Rickey, Tamoika & Dan) v. Adamses",G2,,Turners ,Adamses,"['(Quanda, Kioni, Rickey, Tamoika & Dan)']",
158,“Family Feud” 3/2/22,Standard,2022-03-02,"G1: Simpsons v. Warfs (Vancouver, WA)(Annie, Scott, Tippy, Michelle & John)",G1,,,Warfs ,,"['(Vancouver, WA)', '(Annie, Scott, Tippy, Michelle & John)']"
159,“Family Feud” 3/2/22,Standard,2022-03-02,"Simpsons: Bathe (#1- 30), sleep/rest (#3- 14), swim, go inside, plead your case Annie Steal: Make fiery whoopee- T5 (4)(#4: Eat- 9/T5: Laugh/smile)",Simpsons,,Bathe ,,"['(#1- 30), sleep/rest ', '(#3- 14), swim, go inside, plead your case Annie Steal']",
160,“Family Feud” 3/2/22,Standard,2022-03-02,"Simpsons: Animal tamer (TOPPER-  40), animal (T3- that was after they sounded the buzzer twice as Steve  thought for sure yellow pterodactyl wasn’t gonna be there), sword swallower, fire-eat/juggler (T3), biker, strongman Annie Steal #2: Human cannonball- AMONG BAs (4)(Other: Fat/bearded lady)",Simpsons,,Animal tamer ,,"['(TOPPER-  40), animal ', '(T3- that was after they sounded the buzzer twice as Steve  thought for sure yellow pterodactyl wasn’t gonna be there), sword swallower, fire-eat/juggler ', '(T3), biker, strongman Annie Steal #2']",
161,“Family Feud” 3/2/22,Standard,2022-03-02,"G2: Blackstones v. Adamses (Macon, GA)(Lisa, Melinda, Hannah, Nick & Jay)",G2,,Blackstones,Adamses ,,"['(Macon, GA)', '(Lisa, Melinda, Hannah, Nick & Jay)']"
162,“Family Feud” 3/1/22,Standard,2022-03-01,G1: Simpsons v. Segrests,G1,,,Segrests,,
163,“Family Feud” 3/1/22,Standard,2022-03-01,"Simpsons: Video, join ’em (nude)(#6- 6), call cops, move! (#5- 8), call friends over Dow Steal: Go next door to borrow something- X (#2: Build fence- 16/#4: Avoid/not look!- 9/BA: Tall thorny bushes- 2)",Simpsons,,"Video, join ’em ",,"['(nude)', '(#6- 6), call cops, move! ', '(#5- 8), call friends over Dow Steal']",
164,“Family Feud” 3/1/22,Standard,2022-03-01,"Simpsons: “GODZILLA” (TOPPER- 51), “KING KONG” (#2- 26), panda, “TRANSFORMERS”, Mike Wazowski Dow Steal #2: “SHREK”- X (#4: “FRANKENSTEIN”- 4/Other BAs: Swamp thing & “HULK”)",Simpsons,,“GODZILLA” ,,"['(TOPPER- 51), “KING KONG” ', '(#2- 26), panda, “TRANSFORMERS”, Mike Wazowski Dow Steal #2']",
165,“Family Feud” 3/1/22,Standard,2022-03-01,"Simpsons: School (#2- 31), church, wedding (rehearsal), game/TV show Dow Steal to Keep Playing: Prison- AT REAR (3)(Also there: Doc/ER/dentist- 12)",Simpsons,,School ,,"['(#2- 31), church, wedding ', '(rehearsal), game/TV show Dow Steal to Keep Playing']",
166,“Family Feud” 3/1/22,Standard,2022-03-01,G2: Blackstones v. Reillys,G2,,Blackstones,Reillys,,
167,“Family Feud” 2/28/22,Standard,2022-02-28,"G1: Simpsons (Radcliffe, KY)(Daphne, Vernon, Stacy, Sheri & Sage) v. Mentos",G1,,,Mentos,"['(Radcliffe, KY)', '(Daphne, Vernon, Stacy, Sheri & Sage)']",
168,“Family Feud” 2/28/22,Standard,2022-02-28,"Simpsons: Adjust/scratch’g (#3- 13), chang’g, fight’g, urinat’g/poo’g Keaolani Steal: Fall’g- X (Both unsaid on bottom: Twerk’g & swappin’ spit- 5 each)",Simpsons,,Adjust/scratch’g ,,"['(#3- 13), chang’g, fight’g, urinat’g/poo’g Keaolani Steal']",
169,“Family Feud” 2/28/22,Standard,2022-02-28,"Simpsons: Sugar, ma’am/madame (#5- 6), woman, Mrs. Keaolani Steal #2: Beautiful/cutie- #4 (9)(#1 stumper of survey: Sweetie- 41/T2: Dear/BAs: Doll, sexy/hottie & babe- 4 a pop)",Simpsons,,"Sugar, ma’am/madame ",,"['(#5- 6), woman, Mrs. Keaolani Steal #2']",
